x y
0.000000e+00 6.000000e+00
3.900907e-03 0.000000e+00
7.801813e-03 0.000000e+00
1.170272e-02 0.000000e+00
1.560363e-02 0.000000e+00
1.950453e-02 1.000000e+00
2.340544e-02 0.000000e+00
2.730635e-02 0.000000e+00
3.120725e-02 0.000000e+00
3.510816e-02 2.000000e+00
3.900906e-02 1.000000e+00
4.290997e-02 0.000000e+00
4.681088e-02 1.000000e+00
5.071178e-02 1.000000e+00
5.461269e-02 0.000000e+00
5.851360e-02 3.000000e+00
6.241450e-02 0.000000e+00
6.631541e-02 4.000000e+00
7.021632e-02 5.000000e+00
7.411723e-02 1.000000e+00
7.801813e-02 3.000000e+00
8.191904e-02 4.000000e+00
8.581994e-02 5.000000e+00
8.972085e-02 7.000000e+00
9.362176e-02 7.000000e+00
9.752267e-02 4.000000e+00
1.014236e-01 2.000000e+00
1.053245e-01 2.000000e+00
1.092254e-01 1.000000e+00
1.131263e-01 5.000000e+00
1.170272e-01 5.000000e+00
1.209281e-01 5.000000e+00
1.248290e-01 5.000000e+00
1.287299e-01 3.000000e+00
1.326308e-01 2.000000e+00
1.365317e-01 7.000000e+00
1.404326e-01 7.000000e+00
1.443335e-01 9.000000e+00
1.482345e-01 3.000000e+00
1.521354e-01 3.000000e+00
1.560363e-01 4.000000e+00
1.599372e-01 4.000000e+00
1.638381e-01 3.000000e+00
1.677390e-01 8.000000e+00
1.716399e-01 5.000000e+00
1.755408e-01 4.000000e+00
1.794417e-01 7.000000e+00
1.833426e-01 4.000000e+00
1.872435e-01 4.000000e+00
1.911444e-01 6.000000e+00
1.950453e-01 1.100000e+01
1.989462e-01 3.000000e+00
2.028471e-01 6.000000e+00
2.067481e-01 5.000000e+00
2.106490e-01 6.000000e+00
2.145499e-01 6.000000e+00
2.184508e-01 5.000000e+00
2.223517e-01 7.000000e+00
2.262526e-01 5.000000e+00
2.301535e-01 3.000000e+00
2.340544e-01 5.000000e+00
2.379553e-01 3.000000e+00
2.418562e-01 7.000000e+00
2.457571e-01 7.000000e+00
2.496580e-01 1.200000e+01
2.535589e-01 7.000000e+00
2.574598e-01 8.000000e+00
2.613607e-01 8.000000e+00
2.652617e-01 3.000000e+00
2.691626e-01 4.000000e+00
2.730635e-01 9.000000e+00
2.769644e-01 6.000000e+00
2.808653e-01 6.000000e+00
2.847662e-01 4.000000e+00
2.886671e-01 4.000000e+00
2.925680e-01 5.000000e+00
2.964689e-01 7.000000e+00
3.003698e-01 5.000000e+00
3.042707e-01 1.100000e+01
3.081716e-01 7.000000e+00
3.120725e-01 1.100000e+01
3.159734e-01 1.200000e+01
3.198743e-01 8.000000e+00
3.237753e-01 1.000000e+01
3.276761e-01 8.000000e+00
3.315771e-01 5.000000e+00
3.354780e-01 1.000000e+01
3.393789e-01 6.000000e+00
3.432798e-01 6.000000e+00
3.471807e-01 7.000000e+00
3.510816e-01 6.000000e+00
3.549825e-01 5.000000e+00
3.588834e-01 8.000000e+00
3.627843e-01 6.000000e+00
3.666852e-01 1.100000e+01
3.705861e-01 7.000000e+00
3.744870e-01 6.000000e+00
3.783879e-01 8.000000e+00
3.822888e-01 6.000000e+00
3.861898e-01 4.000000e+00
3.900907e-01 7.000000e+00
3.939916e-01 6.000000e+00
3.978925e-01 9.000000e+00
4.017934e-01 8.000000e+00
4.056943e-01 5.000000e+00
4.095952e-01 8.000000e+00
4.134961e-01 1.000000e+01
4.173970e-01 1.600000e+01
4.212979e-01 1.000000e+01
4.251988e-01 1.500000e+01
4.290997e-01 1.500000e+01
4.330006e-01 9.000000e+00
4.369015e-01 1.000000e+01
4.408025e-01 1.800000e+01
4.447033e-01 1.100000e+01
4.486043e-01 2.000000e+01
4.525052e-01 2.000000e+01
4.564061e-01 1.400000e+01
4.603070e-01 1.600000e+01
4.642079e-01 2.300000e+01
4.681088e-01 2.400000e+01
4.720097e-01 3.100000e+01
4.759106e-01 2.300000e+01
4.798115e-01 3.200000e+01
4.837124e-01 4.500000e+01
4.876133e-01 4.200000e+01
4.915142e-01 3.800000e+01
4.954152e-01 4.300000e+01
4.993160e-01 4.300000e+01
5.032170e-01 5.100000e+01
5.071179e-01 6.100000e+01
5.110188e-01 6.400000e+01
5.149197e-01 7.400000e+01
