x y
0.000000e+00 9.000000e+00
3.905938e-03 0.000000e+00
7.811876e-03 0.000000e+00
1.171781e-02 0.000000e+00
1.562375e-02 0.000000e+00
1.952969e-02 0.000000e+00
2.343563e-02 0.000000e+00
2.734157e-02 0.000000e+00
3.124751e-02 0.000000e+00
3.515344e-02 0.000000e+00
3.905938e-02 0.000000e+00
4.296532e-02 0.000000e+00
4.687126e-02 0.000000e+00
5.077720e-02 0.000000e+00
5.468313e-02 0.000000e+00
5.858907e-02 0.000000e+00
6.249501e-02 0.000000e+00
6.640095e-02 0.000000e+00
7.030689e-02 0.000000e+00
7.421283e-02 0.000000e+00
7.811876e-02 0.000000e+00
8.202470e-02 0.000000e+00
8.593064e-02 0.000000e+00
8.983658e-02 0.000000e+00
9.374252e-02 0.000000e+00
9.764846e-02 0.000000e+00
1.015544e-01 0.000000e+00
1.054603e-01 0.000000e+00
1.093663e-01 0.000000e+00
1.132722e-01 0.000000e+00
1.171781e-01 0.000000e+00
1.210841e-01 0.000000e+00
1.249900e-01 0.000000e+00
1.288960e-01 0.000000e+00
1.328019e-01 0.000000e+00
1.367078e-01 0.000000e+00
1.406138e-01 0.000000e+00
1.445197e-01 0.000000e+00
1.484257e-01 0.000000e+00
1.523316e-01 0.000000e+00
1.562375e-01 0.000000e+00
1.601435e-01 0.000000e+00
1.640494e-01 0.000000e+00
1.679553e-01 0.000000e+00
1.718613e-01 0.000000e+00
1.757672e-01 0.000000e+00
1.796732e-01 0.000000e+00
1.835791e-01 0.000000e+00
1.874850e-01 0.000000e+00
1.913910e-01 0.000000e+00
1.952969e-01 1.000000e+00
1.992029e-01 1.000000e+00
2.031088e-01 0.000000e+00
2.070147e-01 0.000000e+00
2.109207e-01 0.000000e+00
2.148266e-01 1.000000e+00
2.187325e-01 3.000000e+00
2.226385e-01 0.000000e+00
2.265444e-01 0.000000e+00
2.304503e-01 1.000000e+00
2.343563e-01 0.000000e+00
2.382622e-01 0.000000e+00
2.421682e-01 0.000000e+00
2.460741e-01 0.000000e+00
2.499800e-01 1.000000e+00
2.538860e-01 3.000000e+00
2.577919e-01 2.000000e+00
2.616979e-01 0.000000e+00
2.656038e-01 2.000000e+00
2.695097e-01 3.000000e+00
2.734157e-01 4.000000e+00
2.773216e-01 3.000000e+00
2.812276e-01 4.000000e+00
2.851335e-01 3.000000e+00
2.890394e-01 3.000000e+00
2.929454e-01 4.000000e+00
2.968513e-01 5.000000e+00
3.007572e-01 9.000000e+00
3.046632e-01 3.000000e+00
3.085691e-01 4.000000e+00
3.124751e-01 4.000000e+00
3.163810e-01 7.000000e+00
3.202869e-01 1.200000e+01
3.241929e-01 6.000000e+00
3.280988e-01 5.000000e+00
3.320048e-01 0.000000e+00
3.359107e-01 5.000000e+00
3.398166e-01 1.000000e+01
3.437226e-01 8.000000e+00
3.476285e-01 1.400000e+01
3.515344e-01 9.000000e+00
3.554404e-01 1.300000e+01
3.593463e-01 6.000000e+00
3.632523e-01 3.000000e+00
3.671582e-01 5.000000e+00
3.710641e-01 1.000000e+01
3.749701e-01 1.200000e+01
3.788760e-01 8.000000e+00
3.827820e-01 8.000000e+00
3.866879e-01 1.300000e+01
3.905938e-01 1.400000e+01
3.944997e-01 8.000000e+00
3.984057e-01 6.000000e+00
4.023116e-01 9.000000e+00
4.062176e-01 9.000000e+00
4.101235e-01 1.500000e+01
4.140294e-01 1.100000e+01
4.179354e-01 1.800000e+01
4.218413e-01 1.700000e+01
4.257473e-01 3.500000e+01
4.296532e-01 2.100000e+01
4.335591e-01 1.800000e+01
4.374651e-01 2.900000e+01
4.413710e-01 2.500000e+01
4.452769e-01 2.600000e+01
4.491829e-01 2.400000e+01
4.530888e-01 3.300000e+01
4.569948e-01 3.000000e+01
4.609007e-01 4.000000e+01
4.648066e-01 3.500000e+01
4.687126e-01 5.000000e+01
4.726185e-01 5.000000e+01
4.765245e-01 5.100000e+01
4.804304e-01 6.500000e+01
4.843363e-01 7.900000e+01
4.882423e-01 9.100000e+01
4.921482e-01 7.900000e+01
4.960541e-01 9.900000e+01
4.999601e-01 1.040000e+02
5.038660e-01 1.090000e+02
5.077720e-01 1.150000e+02
5.116779e-01 1.330000e+02
5.155838e-01 1.450000e+02
5.194898e-01 1.560000e+02
5.233957e-01 1.760000e+02
5.273017e-01 2.050000e+02
5.312076e-01 2.400000e+02
5.351135e-01 2.570000e+02
5.390195e-01 2.710000e+02
5.429254e-01 2.880000e+02
5.468314e-01 3.120000e+02
