x y
3.876474e-01 2.398000e+03
3.907378e-01 2.240000e+03
3.938283e-01 2.350000e+03
3.969187e-01 2.247000e+03
4.000092e-01 2.320000e+03
4.030996e-01 2.255000e+03
4.061901e-01 2.243000e+03
4.092805e-01 2.299000e+03
4.123710e-01 2.283000e+03
4.154614e-01 2.241000e+03
4.185519e-01 2.209000e+03
4.216423e-01 2.273000e+03
4.247328e-01 2.307000e+03
4.278232e-01 2.157000e+03
4.309137e-01 2.103000e+03
4.340041e-01 2.202000e+03
4.370946e-01 2.198000e+03
4.401850e-01 2.086000e+03
4.432755e-01 2.184000e+03
4.463659e-01 2.035000e+03
4.494564e-01 2.125000e+03
4.525468e-01 2.142000e+03
4.556373e-01 1.996000e+03
4.587277e-01 2.005000e+03
4.618182e-01 1.934000e+03
4.649086e-01 1.933000e+03
4.679991e-01 1.793000e+03
4.710895e-01 1.859000e+03
4.741800e-01 1.786000e+03
4.772704e-01 1.813000e+03
4.803609e-01 1.727000e+03
4.834513e-01 1.678000e+03
4.865417e-01 1.670000e+03
4.896322e-01 1.743000e+03
4.927227e-01 1.595000e+03
4.958131e-01 1.615000e+03
4.989035e-01 1.501000e+03
5.019940e-01 1.516000e+03
5.050845e-01 1.400000e+03
5.081749e-01 1.489000e+03
5.112653e-01 1.385000e+03
5.143558e-01 1.294000e+03
5.174463e-01 1.286000e+03
5.205367e-01 1.263000e+03
5.236272e-01 1.184000e+03
5.267176e-01 1.235000e+03
5.298080e-01 1.104000e+03
5.328985e-01 1.116000e+03
5.359889e-01 1.029000e+03
5.390794e-01 1.003000e+03
5.421699e-01 9.770000e+02
5.452603e-01 9.280000e+02
5.483508e-01 9.170000e+02
5.514412e-01 8.850000e+02
5.545316e-01 8.210000e+02
5.576221e-01 8.020000e+02
5.607125e-01 7.460000e+02
5.638030e-01 7.450000e+02
5.668935e-01 6.800000e+02
5.699839e-01 7.050000e+02
5.730743e-01 6.540000e+02
5.761648e-01 6.420000e+02
5.792552e-01 6.050000e+02
5.823457e-01 5.450000e+02
5.854361e-01 5.670000e+02
5.885266e-01 5.440000e+02
5.916170e-01 5.370000e+02
5.947075e-01 4.920000e+02
5.977979e-01 4.580000e+02
6.008884e-01 4.750000e+02
6.039788e-01 4.000000e+02
6.070693e-01 3.840000e+02
6.101598e-01 3.990000e+02
6.132502e-01 3.520000e+02
6.163406e-01 3.430000e+02
6.194311e-01 3.140000e+02
6.225215e-01 2.820000e+02
6.256120e-01 3.040000e+02
6.287024e-01 2.580000e+02
6.317928e-01 2.270000e+02
6.348833e-01 2.140000e+02
6.379738e-01 1.940000e+02
6.410642e-01 1.810000e+02
6.441547e-01 1.950000e+02
6.472451e-01 1.620000e+02
6.503356e-01 1.630000e+02
6.534260e-01 1.440000e+02
6.565165e-01 1.220000e+02
6.596069e-01 1.090000e+02
6.626974e-01 1.080000e+02
6.657878e-01 9.300000e+01
6.688783e-01 9.900000e+01
6.719687e-01 6.400000e+01
6.750591e-01 5.700000e+01
6.781496e-01 6.700000e+01
6.812401e-01 6.200000e+01
6.843305e-01 4.600000e+01
6.874210e-01 3.300000e+01
6.905114e-01 5.200000e+01
6.936018e-01 3.700000e+01
6.966923e-01 3.600000e+01
6.997827e-01 2.100000e+01
7.028732e-01 3.100000e+01
7.059637e-01 2.000000e+01
7.090541e-01 2.100000e+01
7.121446e-01 1.500000e+01
7.152350e-01 1.000000e+01
7.183254e-01 1.300000e+01
7.214159e-01 8.000000e+00
7.245064e-01 7.000000e+00
7.275968e-01 4.000000e+00
7.306873e-01 1.200000e+01
7.337777e-01 3.000000e+00
7.368681e-01 4.000000e+00
7.399586e-01 6.000000e+00
7.430490e-01 3.000000e+00
7.461395e-01 1.000000e+00
7.492300e-01 1.000000e+00
7.523204e-01 1.000000e+00
7.554109e-01 0.000000e+00
7.585013e-01 1.000000e+00
7.615917e-01 0.000000e+00
7.646822e-01 0.000000e+00
7.677726e-01 1.000000e+00
7.708631e-01 0.000000e+00
7.739536e-01 0.000000e+00
7.770440e-01 0.000000e+00
7.801344e-01 1.000000e+00
7.832249e-01 0.000000e+00
7.863153e-01 0.000000e+00
7.894058e-01 0.000000e+00
7.924962e-01 2.000000e+00
7.955867e-01 1.000000e+00
7.986771e-01 0.000000e+00
8.017676e-01 1.000000e+00
8.048580e-01 0.000000e+00
