57.91 10.04 12.807957
74.75 10.04 12.673025
91.58 10.04 9.735779
108.42 10.04 2.302585
125.25 10.04 0.000000
142.08 10.04 0.000000
158.92 10.04 0.000000
175.75 10.04 0.000000
192.59 10.04 0.000000
209.42 10.04 0.000000
226.26 10.04 0.000000
243.09 10.04 0.000000
259.92 10.04 0.000000
276.76 10.04 0.000000
293.59 10.04 0.000000
310.43 10.04 0.000000
327.26 10.04 0.000000
344.09 10.04 0.000000
360.93 10.04 0.000000
377.76 10.04 0.000000
394.60 10.04 0.000000
411.43 10.04 0.000000
428.27 10.04 0.000000
445.10 10.04 0.000000
461.93 10.04 0.000000
478.77 10.04 0.000000
495.60 10.04 0.000000
512.44 10.04 0.000000
529.27 10.04 0.000000
546.10 10.04 0.000000
562.94 10.04 0.000000
579.77 10.04 0.000000
596.61 10.04 0.000000
613.44 10.04 0.000000
630.28 10.04 0.000000
647.11 10.04 0.000000
663.94 10.04 0.000000
680.78 10.04 0.000000
697.61 10.04 0.000000
714.45 10.04 0.000000
731.28 10.04 0.000000
748.12 10.04 0.000000
764.95 10.04 0.000000
781.78 10.04 0.000000
798.62 10.04 0.000000
815.45 10.04 0.000000
832.29 10.04 0.000000
849.12 10.04 0.000000
865.95 10.04 0.000000
882.79 10.04 0.000000
899.62 10.04 0.000000
916.46 10.04 0.000000
933.29 10.04 0.000000
950.13 10.04 0.000000
966.96 10.04 0.000000
983.79 10.04 0.000000
1000.63 10.04 0.000000
1017.46 10.04 0.000000
1034.30 10.04 0.000000
1051.13 10.04 0.000000
1067.97 10.04 0.000000
1084.80 10.04 0.000000
1101.63 10.04 0.000000
1118.47 10.04 0.000000
1135.30 10.04 0.000000
1152.14 10.04 0.000000
1168.97 10.04 0.000000
1185.80 10.04 0.000000
1202.64 10.04 0.000000
1219.47 10.04 0.000000
1236.31 10.04 0.000000
1253.14 10.04 0.000000
1269.98 10.04 0.000000
1286.81 10.04 0.000000
1303.64 10.04 0.000000
1320.48 10.04 0.000000
1337.31 10.04 0.000000
1354.15 10.04 0.000000
1370.98 10.04 0.000000
1387.81 10.04 0.000000
1404.65 10.04 0.000000
1421.48 10.04 0.000000
1438.32 10.04 0.000000
1455.15 10.04 0.000000
1471.99 10.04 0.000000
1488.82 10.04 0.000000
1505.65 10.04 0.000000
1522.49 10.04 0.000000
1539.32 10.04 0.000000
1556.16 10.04 0.000000
1572.99 10.04 0.000000
1589.83 10.04 0.000000
1606.66 10.04 0.000000
1623.49 10.04 0.000000
1640.33 10.04 0.000000
1657.16 10.04 0.000000
1674.00 10.04 0.000000
1690.83 10.04 0.000000
1707.66 10.04 0.000000
1724.50 10.04 0.000000

57.91 15.10 10.132693
74.75 15.10 11.970300
91.58 15.10 12.122887
108.42 15.10 10.752377
125.25 15.10 8.806424
142.08 15.10 3.332205
158.92 15.10 1.791759
175.75 15.10 0.000000
192.59 15.10 0.000000
209.42 15.10 0.000000
226.26 15.10 0.000000
243.09 15.10 0.000000
259.92 15.10 0.000000
276.76 15.10 0.000000
293.59 15.10 0.000000
310.43 15.10 0.000000
327.26 15.10 0.000000
344.09 15.10 0.000000
360.93 15.10 0.000000
377.76 15.10 0.000000
394.60 15.10 0.000000
411.43 15.10 0.000000
428.27 15.10 0.000000
445.10 15.10 0.000000
461.93 15.10 0.000000
478.77 15.10 0.000000
495.60 15.10 0.000000
512.44 15.10 0.000000
529.27 15.10 0.000000
546.10 15.10 0.000000
562.94 15.10 0.000000
579.77 15.10 0.000000
596.61 15.10 0.000000
613.44 15.10 0.000000
630.28 15.10 0.000000
647.11 15.10 0.000000
663.94 15.10 0.000000
680.78 15.10 0.000000
697.61 15.10 0.000000
714.45 15.10 0.000000
731.28 15.10 0.000000
748.12 15.10 0.000000
764.95 15.10 0.000000
781.78 15.10 0.000000
798.62 15.10 0.000000
815.45 15.10 0.000000
832.29 15.10 0.000000
849.12 15.10 0.000000
865.95 15.10 0.000000
882.79 15.10 0.000000
899.62 15.10 0.000000
916.46 15.10 0.000000
933.29 15.10 0.000000
950.13 15.10 0.000000
966.96 15.10 0.000000
983.79 15.10 0.000000
1000.63 15.10 0.000000
1017.46 15.10 0.000000
1034.30 15.10 0.000000
1051.13 15.10 0.000000
1067.97 15.10 0.000000
1084.80 15.10 0.000000
1101.63 15.10 0.000000
1118.47 15.10 0.000000
1135.30 15.10 0.000000
1152.14 15.10 0.000000
1168.97 15.10 0.000000
1185.80 15.10 0.000000
