x y
0.000000e+00 9.000000e+00
1.977596e+01 0.000000e+00
3.955193e+01 0.000000e+00
5.932789e+01 0.000000e+00
7.910385e+01 0.000000e+00
9.887981e+01 0.000000e+00
1.186558e+02 0.000000e+00
1.384317e+02 0.000000e+00
1.582077e+02 0.000000e+00
1.779837e+02 0.000000e+00
1.977596e+02 1.000000e+00
2.175356e+02 6.000000e+00
2.373116e+02 2.200000e+01
2.570875e+02 1.010000e+02
2.768635e+02 2.630000e+02
2.966394e+02 5.550000e+02
3.164154e+02 1.150000e+03
3.361914e+02 1.800000e+03
3.559673e+02 2.672000e+03
3.757433e+02 3.685000e+03
3.955193e+02 4.915000e+03
4.152952e+02 5.969000e+03
4.350712e+02 7.277000e+03
4.548471e+02 8.299000e+03
4.746231e+02 9.413000e+03
4.943991e+02 1.028900e+04
5.141750e+02 1.115900e+04
5.339510e+02 1.208500e+04
5.537270e+02 1.292700e+04
5.735029e+02 1.342300e+04
5.932789e+02 1.408800e+04
6.130549e+02 1.457900e+04
6.328308e+02 1.541000e+04
6.526068e+02 1.562500e+04
6.723828e+02 1.621300e+04
6.921587e+02 1.655600e+04
7.119347e+02 1.705500e+04
7.317106e+02 1.717400e+04
7.514866e+02 1.743200e+04
7.712626e+02 1.751400e+04
7.910385e+02 1.773500e+04
8.108145e+02 1.778800e+04
8.305905e+02 1.782900e+04
8.503664e+02 1.778000e+04
8.701424e+02 1.765500e+04
8.899183e+02 1.794700e+04
9.096943e+02 1.801100e+04
9.294703e+02 1.772000e+04
9.492462e+02 1.749200e+04
9.690222e+02 1.753300e+04
9.887982e+02 1.747500e+04
1.008574e+03 1.725200e+04
1.028350e+03 1.727300e+04
1.048126e+03 1.701600e+04
1.067902e+03 1.657200e+04
1.087678e+03 1.620900e+04
1.107454e+03 1.646500e+04
1.127230e+03 1.603400e+04
1.147006e+03 1.583600e+04
1.166782e+03 1.529600e+04
1.186558e+03 1.514600e+04
1.206334e+03 1.500400e+04
1.226110e+03 1.443500e+04
1.245886e+03 1.429100e+04
1.265662e+03 1.398100e+04
1.285438e+03 1.363200e+04
1.305214e+03 1.347600e+04
1.324990e+03 1.307100e+04
1.344766e+03 1.257500e+04
1.364542e+03 1.214900e+04
1.384317e+03 1.219100e+04
1.404093e+03 1.166700e+04
1.423869e+03 1.141900e+04
1.443645e+03 1.089500e+04
1.463421e+03 1.074000e+04
1.483197e+03 1.050500e+04
1.502973e+03 1.019600e+04
1.522749e+03 9.830000e+03
1.542525e+03 9.328000e+03
1.562301e+03 9.319000e+03
1.582077e+03 8.862000e+03
1.601853e+03 8.520000e+03
1.621629e+03 8.408000e+03
1.641405e+03 7.976000e+03
1.661181e+03 7.771000e+03
1.680957e+03 7.438000e+03
1.700733e+03 7.103000e+03
1.720509e+03 6.991000e+03
1.740285e+03 6.662000e+03
1.760061e+03 6.374000e+03
1.779837e+03 6.194000e+03
1.799613e+03 5.965000e+03
1.819389e+03 5.710000e+03
1.839165e+03 5.473000e+03
1.858941e+03 5.333000e+03
1.878717e+03 5.050000e+03
1.898492e+03 4.847000e+03
1.918268e+03 4.620000e+03
1.938044e+03 4.444000e+03
1.957820e+03 4.332000e+03
1.977596e+03 4.172000e+03
1.997372e+03 3.823000e+03
2.017148e+03 3.702000e+03
2.036924e+03 3.633000e+03
2.056700e+03 3.469000e+03
2.076476e+03 3.238000e+03
2.096252e+03 3.101000e+03
2.116028e+03 3.012000e+03
2.135804e+03 2.861000e+03
2.155580e+03 2.682000e+03
2.175356e+03 2.517000e+03
2.195132e+03 2.389000e+03
2.214908e+03 2.397000e+03
2.234684e+03 2.211000e+03
2.254460e+03 2.142000e+03
2.274236e+03 2.026000e+03
2.294012e+03 1.986000e+03
2.313788e+03 1.854000e+03
2.333564e+03 1.581000e+03
2.353340e+03 1.650000e+03
2.373115e+03 1.510000e+03
2.392892e+03 1.440000e+03
2.412667e+03 1.437000e+03
2.432443e+03 1.303000e+03
2.452219e+03 1.228000e+03
2.471995e+03 1.174000e+03
2.491771e+03 1.127000e+03
2.511547e+03 1.044000e+03
2.531323e+03 9.960000e+02
2.551099e+03 9.820000e+02
2.570875e+03 9.270000e+02
2.590651e+03 8.740000e+02
2.610427e+03 7.380000e+02
2.630203e+03 7.920000e+02
2.649979e+03 6.920000e+02
2.669755e+03 7.070000e+02
2.689531e+03 6.560000e+02
2.709307e+03 6.010000e+02
2.729083e+03 5.750000e+02
2.748859e+03 5.690000e+02
2.768635e+03 5.740000e+02
2.788411e+03 4.340000e+02
2.808187e+03 4.380000e+02
2.827963e+03 4.500000e+02
2.847739e+03 4.260000e+02
2.867515e+03 3.840000e+02
2.887291e+03 3.530000e+02
2.907067e+03 3.230000e+02
2.926843e+03 3.020000e+02
2.946618e+03 2.920000e+02
2.966395e+03 3.170000e+02
2.986170e+03 2.150000e+02
3.005946e+03 2.470000e+02
3.025722e+03 2.340000e+02
3.045498e+03 2.270000e+02
3.065274e+03 2.190000e+02
3.085050e+03 2.140000e+02
3.104826e+03 1.780000e+02
3.124602e+03 2.000000e+02
3.144378e+03 1.570000e+02
3.164154e+03 1.630000e+02
3.183930e+03 1.340000e+02
3.203706e+03 1.270000e+02
3.223482e+03 9.500000e+01
3.243258e+03 1.330000e+02
3.263034e+03 9.500000e+01
3.282810e+03 9.400000e+01
3.302586e+03 8.300000e+01
3.322362e+03 9.100000e+01
3.342138e+03 7.700000e+01
3.361914e+03 9.600000e+01
3.381690e+03 7.800000e+01
3.401466e+03 7.300000e+01
3.421242e+03 5.400000e+01
3.441018e+03 5.900000e+01
3.460793e+03 5.800000e+01
3.480570e+03 5.200000e+01
3.500345e+03 3.600000e+01
3.520121e+03 4.300000e+01
3.539897e+03 3.100000e+01
3.559673e+03 3.300000e+01
3.579449e+03 2.600000e+01
3.599225e+03 2.800000e+01
3.619001e+03 3.100000e+01
3.638777e+03 3.000000e+01
3.658553e+03 2.600000e+01
3.678329e+03 2.000000e+01
3.698105e+03 2.200000e+01
3.717881e+03 1.800000e+01
3.737657e+03 1.300000e+01
3.757433e+03 1.000000e+01
3.777209e+03 2.000000e+01
3.796985e+03 6.000000e+00
3.816761e+03 1.200000e+01
3.836537e+03 1.600000e+01
3.856313e+03 8.000000e+00
3.876089e+03 8.000000e+00
3.895865e+03 1.100000e+01
3.915641e+03 1.000000e+01
3.935417e+03 9.000000e+00
3.955193e+03 9.000000e+00
3.974969e+03 5.000000e+00
3.994745e+03 7.000000e+00
4.014521e+03 6.000000e+00
4.034296e+03 5.000000e+00
4.054073e+03 8.000000e+00
4.073848e+03 4.000000e+00
4.093624e+03 3.000000e+00
4.113400e+03 2.000000e+00
4.133176e+03 2.000000e+00
4.152952e+03 5.000000e+00
4.172728e+03 3.000000e+00
4.192504e+03 2.000000e+00
4.212280e+03 1.000000e+00
4.232056e+03 1.000000e+00
4.251832e+03 0.000000e+00
4.271608e+03 1.000000e+00
4.291384e+03 0.000000e+00
4.311160e+03 3.000000e+00
4.330936e+03 1.000000e+00
4.350712e+03 2.000000e+00
4.370488e+03 7.000000e+00
4.390264e+03 2.000000e+00
4.410040e+03 0.000000e+00
4.429816e+03 1.000000e+00
4.449592e+03 1.000000e+00
4.469368e+03 0.000000e+00
4.489144e+03 0.000000e+00
4.508919e+03 2.000000e+00
4.528696e+03 1.000000e+00
4.548472e+03 0.000000e+00
4.568248e+03 1.000000e+00
4.588023e+03 1.000000e+00
4.607799e+03 0.000000e+00
4.627575e+03 0.000000e+00
4.647352e+03 0.000000e+00
4.667127e+03 0.000000e+00
4.686903e+03 0.000000e+00
4.706679e+03 0.000000e+00
4.726455e+03 2.000000e+00
4.746231e+03 0.000000e+00
4.766007e+03 1.000000e+00
4.785783e+03 0.000000e+00
4.805559e+03 0.000000e+00
4.825335e+03 0.000000e+00
4.845111e+03 0.000000e+00
4.864887e+03 0.000000e+00
4.884663e+03 1.000000e+00
4.904439e+03 0.000000e+00
4.924215e+03 0.000000e+00
4.943991e+03 0.000000e+00
4.963767e+03 0.000000e+00
4.983542e+03 0.000000e+00
5.003319e+03 0.000000e+00
5.023095e+03 1.000000e+00
5.042871e+03 0.000000e+00
